 ,CASE NUMBER,DATE RECEIVED,ACCOUNT NAME,ACCOUNT DBA NAME,NAICS CODE,CASE STATUS,CLAIM AMOUNT,AMOUNT ASSESSED,PAYMENTS RECEIVED
,2012-0526,2012-09-14,"ETHAN ANTHONY'S ITALIAN DELI, INC.                          ","ETHAN ANTHONY'S ITALIAN DELI, INC.                          ",,CLOSED,532.8,0,1598.4
,2012-0527,2012-09-14,ACCURATE HEATING & COOLING LLC                              ,ACCURATE HEATING & COOLING LLC                              ,,CLOSED,476,0,2856
,2012-0529,2012-09-18,"NORTHEAST DISTRIBUTORS, INC.                                ","NORTHEAST DISTRIBUTORS, INC.                                ",,CLOSED,1375.6,0,951.2
,2012-0530,2012-09-18,PEOPLE'S CAFE                                               ,PEOPLE'S CAFE                                               ,,CLOSED,185,0,572.5
,2012-0531,2012-09-18,DOWNTOWN LIQUORS                                            ,DOWNTOWN LIQUORS                                            ,,CLOSED,3000,0,10000
,2012-0533,2012-09-19,AJA PLASTERING & DRYWALL                                    ,AJA PLASTERING & DRYWALL                                    ,,CLOSED,1845,0,2000
,2012-0534,2012-09-20,STAR SWEEPING LLC                                           ,STAR SWEEPING LLC                                           ,,CLOSED,400.5,0,801
,2012-0535,2012-09-21,"FIRST STUDENT, INC.                                         ","FIRST STUDENT, INC.                                         ",,CLOSED,53.49,0,106.98
,2012-0540,2012-09-24,OHM LLC                                                     ,OHM LLC                                                     ,,CLOSED,1018.52,0,2117.04
,2012-0544,2012-10-01,"CHALKSTONE AUTOBOBY, INC.                                   ","CHALKSTONE AUTOBOBY, INC.                                   ",,CLOSED,52.5,0,105
,2012-0548,2012-10-03,ON TIME DELIVERY LLC                                        ,ON TIME DELIVERY LLC                                        ,,CLOSED,2480,0,7440
,2012-0545,2012-10-04,"GLOBALWARE SOLUTION, INC.                                   ","GLOBALWARE SOLUTION, INC.                                   ",,CLOSED,47023,0,94046
,2012-0547,2012-10-04,PORTSMOUTH RI SCHOOL DEPARTMENT                             ,PORTSMOUTH RI SCHOOL DEPARTMENT                             ,,CLOSED,30.61,0,61.22
,2012-0549,2012-10-05,MALT                                                        ,MALT                                                        ,,CLOSED,44,0,44
,2012-0559,2012-10-15,AGAIN & AGAIN CONSIGNMENT LLC                               ,AGAIN & AGAIN CONSIGNMENT LLC                               ,,CLOSED,236.5,0,493
,2012-0562,2012-10-18,RILLS COMPANY LLC                                           ,RILLS COMPANY LLC                                           ,,CLOSED,291.9,0,583.8
,2012-0564,2012-10-19,G & F SECURITY LLC                                          ,G & F SECURITY LLC                                          ,,CLOSED,500,0,800
,2012-0565,2012-10-19,"CAR CARE CENTER, INC.                                       ","CAR CARE CENTER, INC.                                       ",,CLOSED,2362.5,0,4817.42
,2012-0567,2012-10-22,"C.J. TREE, INC.                                             ","C.J. TREE, INC.                                             ",,CLOSED,836,0,316
,2012-0568,2012-10-24,LINC FACILITY SERVICES                                      ,LINC FACILITY SERVICES                                      ,,CLOSED,8616,0,6000
,2012-0572,2012-10-25,PETRUCCI COMPANY LLC                                        ,PETRUCCI COMPANY LLC                                        ,,CLOSED,4000,0,2400
,2012-0575,2012-10-25,ACE/ GREENVILLE HARDWARE                                    ,ACE/ GREENVILLE HARDWARE                                    ,,CLOSED,400,0,952.89
,2012-0577,2012-10-31,"DINARIJAK, INC.                                             ","DINARIJAK, INC.                                             ",,CLOSED,617.5,0,1235
,2012-0579,2012-10-31,TRIMAX PROPERTIES PRESERVATION                              ,TRIMAX PROPERTIES PRESERVATION                              ,,CLOSED,500,0,482.7
,2012-0580,2012-10-31,"FONTAINE INSPECTIONS, INC.                                  ","FONTAINE INSPECTIONS, INC.                                  ",,CLOSED,165,0,90
,2012-0582,2012-11-01,PRO PAVING CO. LLC                                          ,PRO PAVING CO. LLC                                          ,,CLOSED,2939.5,0,1600
,2012-0585,2012-11-07,AAA ALARMS & FIRE PROTECTION                                ,AAA ALARMS & FIRE PROTECTION                                ,,CLOSED,768.84,0,2000
,2012-0586,2012-11-07,KNIGHTSVILLE INTERNAL MEDICINE                              ,KNIGHTSVILLE INTERNAL MEDICINE                              ,,CLOSED,3184.45,0,6368.9
,2012-0589,2012-11-09,THE SURF HOTEL                                              ,THE SURF HOTEL                                              ,,CLOSED,240,0,82
,2012-0591,2012-11-13,ELECTRIC BOAT                                               ,ELECTRIC BOAT                                               ,,CLOSED,130.59,0,261.18
,2012-0592,2012-11-14,EP ENTERPRISES (KIRBY)                                      ,EP ENTERPRISES (KIRBY)                                      ,,CLOSED,800,0,1708.56
,2012-0593,2012-11-14,SQUARE PEG                                                  ,SQUARE PEG                                                  ,,CLOSED,173.25,0,346.5
,2012-0597,2012-11-16,OCEAN HOUSE                                                 ,OCEAN HOUSE                                                 ,,CLOSED,680,0,1360
,2012-0598,2012-11-19,"MARWELL TRUCKING, INC.                                      ","MARWELL TRUCKING, INC.                                      ",,CLOSED,147.72,0,310.84
,2012-0601,2012-11-20,P.R. TRANSPORTATION                                         ,P.R. TRANSPORTATION                                         ,,CLOSED,1410,0,2000
,2012-0607,2012-11-27,"RE-FOCUS, INC.                                              ","RE-FOCUS, INC.                                              ",,CLOSED,10500,0,238421.47
,2012-0608,2012-11-27,CLARE DODGE/ CHRYSLER/JEEP                                  ,CLARE DODGE/ CHRYSLER/JEEP                                  ,,CLOSED,3500,0,5000
,2012-0609,2012-11-27,DUNKIN DONUTS                                               ,DUNKIN DONUTS                                               ,,CLOSED,740,0,1480
,2012-0615,2012-12-03,THE SURF HOTEL (32 DODGE STREET LLC)                        ,THE SURF HOTEL (32 DODGE STREET LLC)                        ,,CLOSED,119.5,0,62.58
,2012-0618,2012-12-07,"XTREME RESTORATIONS BY TODD LEWIS, INC.                     ","XTREME RESTORATIONS BY TODD LEWIS, INC.                     ",,CLOSED,5042.24,0,13049.28
,2012-0619,2012-12-07,"GCA SERVICES GROUP, INC.                                    ","GCA SERVICES GROUP, INC.                                    ",,CLOSED,56,0,112
,2012-0626,2012-12-20,MOBILE PLAY LLC                                             ,MOBILE PLAY LLC                                             ,,CLOSED,2000,0,1804.74
,2012-0627,2012-12-26,"METRO HONDA, INC.                                           ","METRO HONDA, INC.                                           ",,CLOSED,3657,0,2544
,2012-0628,2012-12-26,NEW PENN MOTOR EXPRESS                                      ,NEW PENN MOTOR EXPRESS                                      ,,CLOSED,97.52,0,195.04
,2012-0629,2012-12-26,OAK HILL FARM LLC                                           ,OAK HILL FARM LLC                                           ,,CLOSED,372,0,6609.38
,2012-0631,2012-12-26,ANCHOR NISSAN                                               ,ANCHOR NISSAN                                               ,,CLOSED,800,0,1600
,2013-0004,2013-01-03,ESPERANTO                                                   ,ESPERANTO                                                   ,,CLOSED,232,0,304
,2013-0006,2013-01-04,"OCEAN BREEZE CAFE, INC.                                     ","OCEAN BREEZE CAFE, INC.                                     ",,CLOSED,180,0,288
,2013-0007,2013-01-04,"SCRAP HAULERS, INC.                                         ","SCRAP HAULERS, INC.                                         ",,CLOSED,1370.1,0,380
,2013-0012,2013-01-11,OUTLIER MARKETING GROUP LLC                                 ,OUTLIER MARKETING GROUP LLC                                 ,,CLOSED,65,0,130
,2013-0013,2013-01-14,THE SAWYER SCHOOL                                           ,THE SAWYER SCHOOL                                           ,,CLOSED,110,0,220
,2013-0014,2013-01-14,"A2B TRACKING SOLUTIONS, INC.                                ","A2B TRACKING SOLUTIONS, INC.                                ",,CLOSED,4731,0,3784.8
,2013-0017,2013-01-17,SAPTAGIRI LLC                                               ,SAPTAGIRI LLC                                               ,,CLOSED,1153.87,0,673.08
,2013-0019,2013-01-18,FEDEX                                                       ,FEDEX                                                       ,,CLOSED,725,0,1250
,2013-0020,2013-01-22,"PHIL'S RESTAURANT, INC.                                     ","PHIL'S RESTAURANT, INC.                                     ",,CLOSED,143.31,0,286.62
,2013-0022,2013-01-22,"FROSTED MUG, INC.                                           ","FROSTED MUG, INC.                                           ",,CLOSED,3376.05,0,6770.8
,2013-0023,2013-01-23,COOK & BROWN LTD.                                           ,COOK & BROWN LTD.                                           ,,CLOSED,88.8,0,177.6
,2013-0026,2013-01-25,"ABM INDUSTRIES, INC.                                        ","ABM INDUSTRIES, INC.                                        ",,CLOSED,7254,0,6000
,2013-0027,2013-01-25,LINC FACILITY SERVICES                                      ,LINC FACILITY SERVICES                                      ,,CLOSED,7254,0,0
,2013-0029,2013-01-25,D'VINE RESTAURANT GROUP                                     ,D'VINE RESTAURANT GROUP                                     ,,CLOSED,177.57,0,355.14
,2013-0030,2013-01-29,A-PLUS MORTGAGE LLC                                         ,A-PLUS MORTGAGE LLC                                         ,,CLOSED,2400,0,300
,2013-0032,2013-01-30,MEARTHANE PRODUCTS CORP.                                    ,MEARTHANE PRODUCTS CORP.                                    ,,CLOSED,450,0,123.08
,2013-0041,2013-02-08,"OPPORTUNITIES UNLIMITED, INC.                               ","OPPORTUNITIES UNLIMITED, INC.                               ",,CLOSED,1322.25,0,2257.5
,2013-0042,2013-02-13,"M & G TRUCKING & TRANSPORTATION, INC.                       ","M & G TRUCKING & TRANSPORTATION, INC.                       ",,CLOSED,1265,0,1803.16
,2013-0043,2013-02-13,EDWARD'S RESTAURANT & LOUNGE                                ,EDWARD'S RESTAURANT & LOUNGE                                ,,CLOSED,250,0,128
,2013-0046,2013-02-20,"THE WET SEAL RETAIL, INC.                                   ","THE WET SEAL RETAIL, INC.                                   ",,CLOSED,96,0,156.88
,2013-0048,2013-02-20,"HOME DEPOT U.S.A., INC.                                     ","HOME DEPOT U.S.A., INC.                                     ",,CLOSED,36.38,0,222.76
,2013-0050,2013-02-21,A SEABRA SUPERMARKETS                                       ,A SEABRA SUPERMARKETS                                       ,,CLOSED,2310,0,385
,2013-0051,2013-02-21,AUREUS MEDICAL GROUP                                        ,AUREUS MEDICAL GROUP                                        ,,CLOSED,890.88,0,1781.76
,2013-0053,2013-02-25,"BJ'S WHOLESALE CLUB, INC.                                   ","BJ'S WHOLESALE CLUB, INC.                                   ",,CLOSED,80,0,80
,2013-0054,2013-02-25,DREAM CENTER HOLDINGS LLC                                   ,DREAM CENTER HOLDINGS LLC                                   ,,CLOSED,540,0,1039.5
,2013-0056,2013-02-25,JAMESTOWN TAVERN                                            ,JAMESTOWN TAVERN                                            ,,CLOSED,1980.4,0,1267.22
,2013-0057,2013-03-01,"P.M. RECYCLING, INC.                                        ","P.M. RECYCLING, INC.                                        ",,CLOSED,320,0,56.7
,2013-0058,2013-03-04,ARAMARK                                                     ,ARAMARK                                                     ,,CLOSED,461.5,0,994
,2013-0059,2013-03-08,SERVPRO OF METRO RI                                         ,SERVPRO OF METRO RI                                         ,,CLOSED,3000,0,6000
,2013-0060,2013-03-11,HOMEFRIES RESTAURANT LLC                                    ,HOMEFRIES RESTAURANT LLC                                    ,,CLOSED,330,0,660
,2013-0061,2013-03-12,"ZALE DELAWARE, INC.                                         ","ZALE DELAWARE, INC.                                         ",,CLOSED,1720,0,2860.8
,2013-0064,2013-03-13,UNIVERSITY OF RI                                            ,UNIVERSITY OF RI                                            ,,CLOSED,112.5,0,300
